Time, N1, N2, EGT1, EGT2, Fuel Level, Fuel Flow
2024-12-27-19:33:24.376, 37981.8, 37536.9, 988.299, 1011.39, 19506.5, 43.3963
2024-12-27-19:33:24.381, 37981.8, 37536.9, 988.299, 1011.39, 19506.3, 43.3963
2024-12-27-19:33:24.386, 37981.8, 37536.9, 988.299, 1011.39, 19506, 43.3963
2024-12-27-19:33:24.391, 37981.8, 37536.9, 988.299, 1011.39, 19505.8, 43.1961
2024-12-27-19:33:24.396, 37981.8, 37536.9, 988.299, 1009.42, 19505.6, 43.1961
2024-12-27-19:33:24.401, 37981.8, 37536.9, 988.299, 1009.42, 19505.4, 43.1961
2024-12-27-19:33:24.406, 37981.8, 37536.9, 988.299, 1009.42, 19505.2, 43.1961
2024-12-27-19:33:24.411, 37981.8, 37536.9, 988.299, 1009.42, 19505, 43.1961
2024-12-27-19:33:24.416, 37981.8, 37536.9, 988.299, 1009.42, 19504.7, 43.1961
2024-12-27-19:33:24.421, 37981.8, 37536.9, 988.299, 1009.42, 19504.5, 43.1961
2024-12-27-19:33:24.426, 37981.8, 37536.9, 988.299, 1009.42, 19504.3, 43.1961
2024-12-27-19:33:24.431, 37981.8, 37536.9, 990.288, 1009.42, 19504.1, 43.1961
2024-12-27-19:33:24.436, 37981.8, 37536.9, 990.288, 1009.42, 19503.9, 43.1961
2024-12-27-19:33:24.441, 37981.8, 37536.9, 990.288, 1009.42, 19503.7, 43.1961
2024-12-27-19:33:24.446, 37981.8, 37536.9, 990.288, 1009.42, 19503.4, 43.1961
2024-12-27-19:33:24.451, 37981.8, 37536.9, 990.288, 1009.42, 19503.2, 43.1961
2024-12-27-19:33:24.456, 37981.8, 37536.9, 990.288, 1007.17, 19503, 43.1961
2024-12-27-19:33:24.461, 37981.8, 37536.9, 990.288, 1007.17, 19502.8, 43.1961
2024-12-27-19:33:24.466, 37981.8, 37536.9, 990.288, 1007.17, 19502.6, 43.1961
2024-12-27-19:33:24.471, 37981.8, 37536.9, 990.288, 1007.17, 19502.4, 43.1961
2024-12-27-19:33:24.476, 37981.8, 37536.9, 990.288, 1007.17, 19502.1, 43.1961
2024-12-27-19:33:24.481, 37981.8, 37536.9, 990.288, 1007.17, 19501.9, 43.1961
2024-12-27-19:33:24.486, 37981.8, 37536.9, 990.288, 1007.17, 19501.7, 43.1961
2024-12-27-19:33:24.491, 37981.8, 37536.9, 990.288, 1007.17, 19501.5, 43.1961
2024-12-27-19:33:24.496, 37981.8, 37536.9, 990.288, 1007.17, 19501.3, 43.1961
2024-12-27-19:33:24.501, 37981.8, 37468.7, 990.288, 1007.17, 19501.1, 43.1961
2024-12-27-19:33:24.506, 37981.8, 37468.7, 990.288, 1007.17, 19500.9, 43.1961
2024-12-27-19:33:24.511, 37981.8, 37532.9, 990.288, 1007.17, 19500.6, 43.1961
2024-12-27-19:33:24.516, 39321.7, 38787.2, 1028.65, 1050.49, 19500.4, 44.1961
2024-12-27-19:33:24.521, 39321.7, 38787.2, 1028.65, 1050.49, 19500.2, 44.1961
2024-12-27-19:33:24.526, 39321.7, 38787.2, 1028.65, 1050.49, 19500, 44.1961
2024-12-27-19:33:24.531, 39321.7, 38787.2, 1026.49, 1050.49, 19499.8, 44.1961
2024-12-27-19:33:24.536, 39321.7, 38787.2, 1026.49, 1050.49, 19499.5, 44.1961
2024-12-27-19:33:24.541, 39321.7, 38787.2, 1026.49, 1050.49, 19499.3, 44.1961
2024-12-27-19:33:24.546, 39243.2, 38787.2, 1026.49, 1050.49, 19499.1, 44.1961
2024-12-27-19:33:24.551, 39243.2, 38787.2, 1026.49, 1050.49, 19498.9, 44.1961
2024-12-27-19:33:24.556, 39243.2, 38787.2, 1026.49, 1050.49, 19498.6, 44.1961
2024-12-27-19:33:24.561, 39243.2, 38875.9, 1026.49, 1050.49, 19498.4, 44.1961
2024-12-27-19:33:24.566, 39243.2, 38875.9, 1026.49, 1050.49, 19498.2, 44.1961
2024-12-27-19:33:24.571, 39243.2, 38875.9, 1026.49, 1050.49, 19498, 44.1961
2024-12-27-19:33:24.576, 39243.2, 38875.9, 1026.49, 1050.49, 19497.8, 44.1961
2024-12-27-19:33:24.581, 39243.2, 38875.9, 1026.49, 1050.49, 19497.5, 44.1961
2024-12-27-19:33:24.586, 39243.2, 38875.9, 1026.49, 1050.49, 19497.3, 44.1961
2024-12-27-19:33:24.591, 39243.2, 38875.9, 1024.62, 1050.49, 19497.1, 44.1961
2024-12-27-19:33:24.596, 39243.2, 38875.9, 1024.62, 1050.49, 19496.9, 44.1961
2024-12-27-19:33:24.601, 39243.2, 38875.9, 1024.62, 1050.49, 19496.7, 44.1961
2024-12-27-19:33:24.606, 39243.2, 38875.9, 1024.62, 1048.54, 19496.4, 44.1961
2024-12-27-19:33:24.613, 39243.2, 38875.9, 1024.62, 1048.54, 19496.2, 44.1961
2024-12-27-19:33:24.618, 39243.2, 38875.9, 1024.62, 1048.54, 19496, 44.1961
2024-12-27-19:33:24.623, 39243.2, 38875.9, 1024.62, 1048.54, 19495.7, 44.1961
2024-12-27-19:33:24.628, 39243.2, 38875.9, 1024.62, 1048.54, 19495.5, 44.1961
2024-12-27-19:33:24.633, 39243.2, 38875.9, 1024.62, 1048.54, 19495.3, 44.1961
2024-12-27-19:33:24.638, 39243.2, 38875.9, 1024.62, 1048.54, 19495.1, 44.1961
2024-12-27-19:33:24.643, 39163.9, 38875.9, 1024.62, 1046.71, 19494.8, 44.1961
2024-12-27-19:33:24.649, 39163.9, 38875.9, 1026.31, 1046.71, 19494.6, 44.1961
2024-12-27-19:33:24.654, 39163.9, 38875.9, 1026.31, 1046.71, 19494.4, 44.1961
2024-12-27-19:33:24.659, 39163.9, 38875.9, 1026.31, 1046.71, 19494.2, 44.1961
2024-12-27-19:33:24.664, 39163.9, 38875.9, 1026.31, 1046.71, 19494, 44.1961
2024-12-27-19:33:24.669, 39163.9, 38875.9, 1026.31, 1046.71, 19493.7, 44.1961
2024-12-27-19:33:24.674, 39163.9, 38875.9, 1026.31, 1046.71, 19493.5, 44.1961
2024-12-27-19:33:24.679, 39163.9, 38875.9, 1026.31, 1046.71, 19493.3, 44.1961
2024-12-27-19:33:24.684, 39163.9, 38875.9, 1026.31, 1046.71, 19493.1, 44.1961
2024-12-27-19:33:24.689, 39163.9, 38875.9, 1026.31, 1046.71, 19492.9, 44.1961
2024-12-27-19:33:24.694, 39163.9, 38875.9, 1026.31, 1046.71, 19492.6, 44.1961
2024-12-27-19:33:24.699, 39163.9, 38875.9, 1026.31, 1046.71, 19492.4, 44.1961
2024-12-27-19:33:24.704, 39163.9, 38875.9, 1026.31, 1046.71, 19492.2, 44.1961
2024-12-27-19:33:24.709, 39163.9, 38875.9, 1026.31, 1046.71, 19492, 44.1961
2024-12-27-19:33:24.714, 39163.9, 38875.9, 1026.31, 1046.71, 19491.8, 44.1961
2024-12-27-19:33:24.719, 39163.9, 38875.9, 1026.31, 1046.71, 19491.5, 44.1961
2024-12-27-19:33:24.724, 39163.9, 38875.9, 1026.31, 1046.71, 19491.3, 44.1961
2024-12-27-19:33:24.729, 39163.9, 38875.9, 1024.69, 1046.71, 19491.1, 44.1961
2024-12-27-19:33:24.734, 39163.9, 38875.9, 1024.69, 1046.71, 19490.9, 44.1961
2024-12-27-19:33:24.739, 39163.9, 38875.9, 1024.69, 1046.71, 19490.6, 44.1961
2024-12-27-19:33:24.744, 39163.9, 38960.8, 1024.69, 1046.71, 19490.4, 44.0187
2024-12-27-19:33:24.749, 39163.9, 38960.8, 1024.69, 1046.71, 19490.2, 44.0187
2024-12-27-19:33:24.754, 39100, 38960.8, 1024.69, 1046.71, 19490, 44.0187
2024-12-27-19:33:24.759, 39100, 38960.8, 1024.69, 1046.71, 19489.8, 44.0187
2024-12-27-19:33:24.764, 39100, 38960.8, 1024.69, 1046.71, 19489.5, 44.0187
2024-12-27-19:33:24.769, 39100, 38960.8, 1024.69, 1046.71, 19489.3, 44.0187
2024-12-27-19:33:24.774, 39100, 38960.8, 1024.69, 1046.71, 19489.1, 44.0187
2024-12-27-19:33:24.779, 39100, 38960.8, 1024.69, 1046.71, 19488.9, 44.0187
2024-12-27-19:33:24.784, 39100, 38960.8, 1024.69, 1046.71, 19488.7, 44.0187
2024-12-27-19:33:24.789, 39100, 38960.8, 1024.69, 1046.71, 19488.4, 44.0187
2024-12-27-19:33:24.794, 39100, 38960.8, 1024.69, 1046.71, 19488.2, 44.0187
2024-12-27-19:33:24.799, 39100, 38960.8, 1027.16, 1046.71, 19488, 44.0187
2024-12-27-19:33:24.804, 39100, 39034.9, 1027.16, 1046.71, 19487.8, 44.0187
2024-12-27-19:33:24.809, 39100, 39034.9, 1027.16, 1046.71, 19487.6, 44.0187
2024-12-27-19:33:24.814, 39100, 39034.9, 1027.16, 1046.71, 19487.3, 44.0187
2024-12-27-19:33:24.819, 39100, 39034.9, 1027.16, 1046.71, 19487.1, 44.0187
2024-12-27-19:33:24.824, 39100, 39034.9, 1027.16, 1046.71, 19486.9, 44.0187
2024-12-27-19:33:24.829, 39100, 39034.9, 1027.16, 1046.71, 19486.7, 44.0187
2024-12-27-19:33:24.834, 39100, 39034.9, 1027.16, 1046.71, 19486.5, 44.0187
2024-12-27-19:33:24.839, 39100, 39034.9, 1027.16, 1046.71, 19486.2, 44.0187
2024-12-27-19:33:24.844, 39100, 39034.9, 1027.16, 1046.71, 19486, 44.0187
2024-12-27-19:33:24.849, 39100, 39034.9, 1027.16, 1046.71, 19485.8, 44.0187
2024-12-27-19:33:24.854, 39100, 39034.9, 1027.16, 1046.71, 19485.6, 44.0187
2024-12-27-19:33:24.859, 39100, 39034.9, 1027.16, 1046.71, 19485.4, 44.0187
2024-12-27-19:33:24.864, 39100, 39034.9, 1027.16, 1046.71, 19485.1, 44.0187
2024-12-27-19:33:24.869, 39100, 39034.9, 1027.16, 1046.71, 19484.9, 44.0187
2024-12-27-19:33:24.874, 39100, 39034.9, 1027.16, 1046.71, 19484.7, 44.0187
2024-12-27-19:33:24.879, 39100, 39034.9, 1027.16, 1049.02, 19484.5, 44.0187
2024-12-27-19:33:24.884, 39100, 39034.9, 1027.16, 1049.02, 19484.3, 44.0187
2024-12-27-19:33:24.889, 39100, 39034.9, 1027.16, 1049.02, 19484, 44.0187
2024-12-27-19:33:24.894, 39100, 39034.9, 1027.16, 1049.02, 19483.8, 44.0187
2024-12-27-19:33:24.899, 39100, 39034.9, 1027.16, 1049.02, 19483.6, 44.0187
2024-12-27-19:33:24.904, 39100, 39034.9, 1027.16, 1049.02, 19483.4, 44.0187
2024-12-27-19:33:24.909, 39100, 39034.9, 1027.16, 1049.02, 19483.2, 44.0187
2024-12-27-19:33:24.914, 39100, 39034.9, 1027.16, 1049.02, 19482.9, 44.0187
2024-12-27-19:33:24.919, 39100, 39034.9, 1027.16, 1049.02, 19482.7, 44.0187
2024-12-27-19:33:24.924, 39100, 39034.9, 1027.16, 1049.02, 19482.5, 44.0187
2024-12-27-19:33:24.929, 39100, 39034.9, 1027.16, 1049.02, 19482.3, 44.0187
2024-12-27-19:33:24.934, 39100, 39034.9, 1027.16, 1049.02, 19482.1, 44.0187
2024-12-27-19:33:24.939, 39100, 39034.9, 1027.16, 1049.02, 19481.8, 44.0187
2024-12-27-19:33:24.944, 39187.1, 39034.9, 1027.16, 1049.02, 19481.6, 44.0187
2024-12-27-19:33:24.949, 39187.1, 39034.9, 1027.16, 1049.02, 19481.4, 43.8842
2024-12-27-19:33:24.954, 39187.1, 39034.9, 1027.16, 1049.02, 19481.2, 43.8842
2024-12-27-19:33:24.959, 39187.1, 39117.2, 1027.16, 1049.02, 19481, 43.8842
2024-12-27-19:33:24.964, 39187.1, 39117.2, 1027.16, 1049.02, 19480.7, 43.8842
2024-12-27-19:33:24.969, 39127.9, 39117.2, 1027.16, 1049.02, 19480.5, 43.8842
2024-12-27-19:33:24.974, 39127.9, 39117.2, 1027.16, 1049.02, 19480.3, 43.8842
2024-12-27-19:33:24.979, 39127.9, 39117.2, 1027.16, 1049.02, 19480.1, 43.8842
2024-12-27-19:33:24.984, 39127.9, 39117.2, 1024.56, 1049.02, 19479.9, 43.8842
2024-12-27-19:33:24.989, 39127.9, 39117.2, 1024.56, 1049.02, 19479.7, 43.8842
2024-12-27-19:33:24.994, 39127.9, 39117.2, 1024.56, 1049.02, 19479.4, 43.8842
2024-12-27-19:33:24.999, 39127.9, 39117.2, 1024.56, 1049.02, 19479.2, 43.8842
2024-12-27-19:33:25.004, 39127.9, 39117.2, 1024.56, 1049.02, 19479, 43.8842
2024-12-27-19:33:25.009, 39127.9, 39117.2, 1024.56, 1049.02, 19478.8, 43.8842
2024-12-27-19:33:25.014, 39127.9, 39117.2, 1024.56, 1049.02, 19478.6, 43.8842
2024-12-27-19:33:25.019, 39127.9, 39117.2, 1024.56, 1049.02, 19478.3, 43.8842
2024-12-27-19:33:25.024, 39127.9, 39117.2, 1024.56, 1049.02, 19478.1, 43.8842
2024-12-27-19:33:25.029, 39127.9, 39117.2, 1024.56, 1049.02, 19477.9, 43.8842
2024-12-27-19:33:25.034, 39127.9, 39117.2, 1024.56, 1049.02, 19477.7, 43.8842
2024-12-27-19:33:25.039, 39127.9, 39117.2, 1024.56, 1049.02, 19477.5, 43.8842
2024-12-27-19:33:25.044, 39127.9, 39117.2, 1024.56, 1049.02, 19477.2, 43.8842
2024-12-27-19:33:25.049, 39127.9, 39117.2, 1024.56, 1049.02, 19477, 43.8842
2024-12-27-19:33:25.054, 39127.9, 39117.2, 1024.56, 1049.02, 19476.8, 43.8842
2024-12-27-19:33:25.059, 39127.9, 39117.2, 1024.56, 1049.02, 19476.6, 43.8842
2024-12-27-19:33:25.064, 39127.9, 39117.2, 1024.56, 1049.02, 19476.4, 43.8842
2024-12-27-19:33:25.069, 39189.4, 39117.2, 1024.56, 1049.02, 19476.1, 43.8842
2024-12-27-19:33:25.074, 39189.4, 39020.7, 1024.56, 1049.02, 19475.9, 43.8842
2024-12-27-19:33:25.079, 39189.4, 39020.7, 1024.56, 1049.02, 19475.7, 43.8842
2024-12-27-19:33:25.084, 39189.4, 39020.7, 1024.56, 1049.02, 19475.5, 43.8842
2024-12-27-19:33:25.089, 39189.4, 39020.7, 1024.56, 1049.02, 19475.3, 43.8842
2024-12-27-19:33:25.094, 39189.4, 39020.7, 1024.56, 1049.02, 19475, 43.8842
2024-12-27-19:33:25.099, 39189.4, 39020.7, 1024.56, 1049.02, 19474.8, 43.8842
2024-12-27-19:33:25.104, 39189.4, 39020.7, 1024.56, 1049.02, 19474.6, 43.8842
2024-12-27-19:33:25.109, 39189.4, 39083.6, 1024.56, 1049.02, 19474.4, 43.8842
2024-12-27-19:33:25.114, 39189.4, 39083.6, 1024.56, 1049.02, 19474.2, 43.8842
2024-12-27-19:33:25.119, 39189.4, 39083.6, 1024.56, 1049.02, 19473.9, 43.8842
2024-12-27-19:33:25.124, 39189.4, 39083.6, 1024.56, 1049.02, 19473.7, 43.8842
2024-12-27-19:33:25.129, 39189.4, 39083.6, 1024.56, 1049.02, 19473.5, 43.8842
2024-12-27-19:33:25.134, 39189.4, 39083.6, 1024.56, 1049.02, 19473.3, 43.8842
2024-12-27-19:33:25.139, 39189.4, 39083.6, 1024.56, 1049.02, 19473.1, 43.8842
2024-12-27-19:33:25.144, 39189.4, 39083.6, 1024.56, 1049.02, 19472.8, 43.8842
2024-12-27-19:33:25.149, 39189.4, 39083.6, 1024.56, 1049.02, 19472.6, 43.8842
2024-12-27-19:33:25.154, 39189.4, 39083.6, 1024.56, 1049.02, 19472.4, 43.8842
2024-12-27-19:33:25.159, 39189.4, 39083.6, 1024.56, 1049.02, 19472.2, 43.8842
2024-12-27-19:33:25.164, 39189.4, 39083.6, 1024.56, 1049.02, 19472, 43.8842
2024-12-27-19:33:25.169, 39189.4, 39083.6, 1024.56, 1049.02, 19471.8, 43.8842
2024-12-27-19:33:25.174, 39189.4, 39083.6, 1024.56, 1049.02, 19471.5, 43.8842
2024-12-27-19:33:25.179, 39189.4, 39083.6, 1024.56, 1049.02, 19471.3, 43.8842
2024-12-27-19:33:25.184, 39189.4, 39083.6, 1024.56, 1049.02, 19471.1, 43.8842
2024-12-27-19:33:25.189, 39189.4, 39083.6, 1024.56, 1049.02, 19470.9, 43.8842
2024-12-27-19:33:25.194, 39189.4, 39083.6, 1024.56, 1049.02, 19470.7, 43.8842
2024-12-27-19:33:25.199, 39189.4, 39083.6, 1024.56, 1049.02, 19470.4, 44.099
2024-12-27-19:33:25.204, 39189.4, 39083.6, 1024.56, 1049.02, 19470.2, 44.099
2024-12-27-19:33:25.209, 39189.4, 39083.6, 1024.56, 1049.02, 19470, 44.099
2024-12-27-19:33:25.214, 39189.4, 39083.6, 1024.56, 1049.02, 19469.8, 44.099
2024-12-27-19:33:25.219, 39189.4, 39083.6, 1024.56, 1049.02, 19469.6, 44.099
2024-12-27-19:33:25.224, 39189.4, 39083.6, 1024.56, 1049.02, 19469.3, 44.099
2024-12-27-19:33:25.229, 39189.4, 39083.6, 1024.56, 1049.02, 19469.1, 44.099
2024-12-27-19:33:25.234, 39189.4, 39083.6, 1024.56, 1049.02, 19468.9, 44.099
2024-12-27-19:33:25.240, 39189.4, 39083.6, 1024.56, 1049.02, 19468.7, 44.099
2024-12-27-19:33:25.245, 39189.4, 39083.6, 1024.56, 1049.02, 19468.4, 44.099
2024-12-27-19:33:25.250, 39189.4, 39083.6, 1024.56, 1049.02, 19468.2, 44.099
2024-12-27-19:33:25.255, 39189.4, 39083.6, 1024.56, 1049.02, 19468, 44.099
2024-12-27-19:33:25.260, 39189.4, 39083.6, 1024.56, 1049.02, 19467.8, 44.099
2024-12-27-19:33:25.265, 39189.4, 39083.6, 1022.55, 1049.02, 19467.6, 44.099
2024-12-27-19:33:25.270, 39189.4, 39157.6, 1022.55, 1049.02, 19467.3, 44.099
2024-12-27-19:33:25.275, 39189.4, 39157.6, 1020.72, 1049.02, 19467.1, 44.099
2024-12-27-19:33:25.280, 39189.4, 39157.6, 1020.72, 1049.02, 19466.9, 44.099
2024-12-27-19:33:25.285, 39189.4, 39157.6, 1020.72, 1049.02, 19466.7, 44.099
2024-12-27-19:33:25.290, 39189.4, 39157.6, 1020.72, 1046.87, 19466.5, 44.099
2024-12-27-19:33:25.295, 39189.4, 39157.6, 1020.72, 1046.87, 19466.2, 43.8795
2024-12-27-19:33:25.300, 39189.4, 39157.6, 1020.72, 1046.87, 19466, 43.8795
2024-12-27-19:33:25.305, 39097, 39157.6, 1020.72, 1044.5, 19465.8, 43.8795
2024-12-27-19:33:25.310, 39097, 39157.6, 1020.72, 1044.5, 19465.6, 43.8795
2024-12-27-19:33:25.315, 39097, 39157.6, 1020.72, 1044.5, 19465.4, 43.8795
2024-12-27-19:33:25.320, 39097, 39157.6, 1020.72, 1044.5, 19465.1, 43.8795
2024-12-27-19:33:25.325, 39097, 39157.6, 1020.72, 1044.5, 19464.9, 43.8795
2024-12-27-19:33:25.330, 39097, 39157.6, 1020.72, 1044.5, 19464.7, 43.8795
2024-12-27-19:33:25.335, 39097, 39157.6, 1020.72, 1044.5, 19464.5, 43.8795
2024-12-27-19:33:25.340, 39097, 39157.6, 1020.72, 1044.5, 19464.3, 43.8795
2024-12-27-19:33:25.345, 39097, 39157.6, 1020.72, 1044.5, 19464.1, 43.8795
2024-12-27-19:33:25.350, 40849.9, 40605.1, 1056.73, 1089.53, 19463.8, 44.8795
2024-12-27-19:33:25.355, 40849.9, 40605.1, 1056.73, 1089.53, 19463.6, 44.8795
2024-12-27-19:33:25.360, 40849.9, 40600.5, 1056.73, 1089.53, 19463.4, 44.8795
2024-12-27-19:33:25.365, 40849.9, 40600.5, 1056.73, 1089.53, 19463.2, 44.8795
2024-12-27-19:33:25.370, 40849.9, 40665.6, 1056.73, 1089.53, 19462.9, 44.8795
2024-12-27-19:33:25.375, 40849.9, 40665.6, 1056.73, 1089.53, 19462.7, 44.8795
2024-12-27-19:33:25.380, 40849.9, 40665.6, 1056.73, 1089.53, 19462.5, 44.8795
2024-12-27-19:33:25.385, 40849.9, 40665.6, 1056.73, 1089.53, 19462.3, 44.8795
2024-12-27-19:33:25.390, 40849.9, 40665.6, 1056.73, 1089.53, 19462, 44.8795
2024-12-27-19:33:25.395, 40849.9, 40665.6, 1056.73, 1089.53, 19461.8, 44.8795
2024-12-27-19:33:25.400, 40849.9, 40665.6, 1054.74, 1089.53, 19461.6, 44.8795
2024-12-27-19:33:25.405, 40849.9, 40599.8, 1054.74, 1086.85, 19461.4, 44.8795
2024-12-27-19:33:25.410, 40849.9, 40599.8, 1054.74, 1086.85, 19461.1, 44.8795
2024-12-27-19:33:25.415, 40849.9, 40599.8, 1054.74, 1086.85, 19460.9, 44.8795
2024-12-27-19:33:25.420, 40849.9, 40599.8, 1054.74, 1086.85, 19460.7, 44.8795
2024-12-27-19:33:25.425, 40849.9, 40599.8, 1054.74, 1086.85, 19460.5, 44.8795
2024-12-27-19:33:25.430, 40849.9, 40599.8, 1054.74, 1086.85, 19460.2, 44.8795
2024-12-27-19:33:25.435, 40849.9, 40599.8, 1054.74, 1086.85, 19460, 44.8795
2024-12-27-19:33:25.440, 40849.9, 40599.8, 1054.74, 1086.85, 19459.8, 44.8795
2024-12-27-19:33:25.445, 40849.9, 40599.8, 1054.74, 1086.85, 19459.6, 44.8795
2024-12-27-19:33:25.450, 40849.9, 40599.8, 1054.74, 1086.85, 19459.3, 44.8795
2024-12-27-19:33:25.455, 40849.9, 40599.8, 1054.74, 1086.85, 19459.1, 44.8795
2024-12-27-19:33:25.460, 40849.9, 40599.8, 1054.74, 1086.85, 19458.9, 44.8795
2024-12-27-19:33:25.465, 40849.9, 40599.8, 1054.74, 1086.85, 19458.7, 44.8795
2024-12-27-19:33:25.470, 40849.9, 40599.8, 1054.74, 1086.85, 19458.4, 44.8795
2024-12-27-19:33:25.475, 40849.9, 40599.8, 1054.74, 1086.85, 19458.2, 44.8795
2024-12-27-19:33:25.480, 40930.8, 40599.8, 1054.74, 1086.85, 19458, 44.8795
2024-12-27-19:33:25.485, 40930.8, 40599.8, 1054.74, 1086.85, 19457.8, 44.8795
2024-12-27-19:33:25.490, 40930.8, 40599.8, 1054.74, 1086.85, 19457.5, 44.8795
2024-12-27-19:33:25.495, 40930.8, 40599.8, 1054.74, 1086.85, 19457.3, 44.8795
2024-12-27-19:33:25.500, 40930.8, 40599.8, 1054.74, 1086.85, 19457.1, 44.8795
2024-12-27-19:33:25.505, 40930.8, 40599.8, 1054.74, 1086.85, 19456.9, 44.8795
2024-12-27-19:33:25.510, 40930.8, 40599.8, 1054.74, 1086.85, 19456.6, 44.8795
2024-12-27-19:33:25.515, 40930.8, 40599.8, 1054.74, 1086.85, 19456.4, 44.8795
2024-12-27-19:33:25.520, 40833.8, 40599.8, 1054.74, 1086.85, 19456.2, 44.8795
2024-12-27-19:33:25.525, 40833.8, 40599.8, 1054.74, 1086.85, 19456, 44.8795
2024-12-27-19:33:25.530, 40833.8, 40599.8, 1054.74, 1086.85, 19455.7, 44.8795
2024-12-27-19:33:25.535, 40833.8, 40599.8, 1054.74, 1086.85, 19455.5, 44.8795
2024-12-27-19:33:25.540, 40833.8, 40599.8, 1054.74, 1086.85, 19455.3, 44.8795
2024-12-27-19:33:25.545, 40833.8, 40599.8, 1054.74, 1086.85, 19455.1, 44.8795
2024-12-27-19:33:25.550, 40833.8, 40599.8, 1054.74, 1086.85, 19454.9, 44.8795
2024-12-27-19:33:25.555, 40833.8, 40599.8, 1054.74, 1086.85, 19454.6, 44.8795
2024-12-27-19:33:25.560, 40833.8, 40599.8, 1054.74, 1086.85, 19454.4, 44.8795
2024-12-27-19:33:25.565, 40833.8, 40599.8, 1054.74, 1086.85, 19454.2, 44.8795
2024-12-27-19:33:25.570, 40833.8, 40599.8, 1054.74, 1086.85, 19454, 44.8795
2024-12-27-19:33:25.575, 40833.8, 40599.8, 1056.54, 1086.85, 19453.7, 44.8795
2024-12-27-19:33:25.580, 40833.8, 40599.8, 1056.54, 1086.85, 19453.5, 44.8795
2024-12-27-19:33:25.585, 40833.8, 40599.8, 1056.54, 1086.85, 19453.3, 44.8795
2024-12-27-19:33:25.590, 40833.8, 40599.8, 1056.54, 1086.85, 19453.1, 44.8795
2024-12-27-19:33:25.595, 40833.8, 40599.8, 1056.54, 1086.85, 19452.8, 44.8795
2024-12-27-19:33:25.600, 40833.8, 40599.8, 1056.54, 1086.85, 19452.6, 44.8795
2024-12-27-19:33:25.605, 40833.8, 40599.8, 1056.54, 1086.85, 19452.4, 44.8795
2024-12-27-19:33:25.610, 40833.8, 40599.8, 1056.54, 1086.85, 19452.2, 44.8795
2024-12-27-19:33:25.615, 40833.8, 40599.8, 1056.54, 1086.85, 19451.9, 44.8795
2024-12-27-19:33:25.620, 40833.8, 40599.8, 1056.54, 1086.85, 19451.7, 44.8795
2024-12-27-19:33:25.625, 40833.8, 40599.8, 1056.54, 1086.85, 19451.5, 44.8795
2024-12-27-19:33:25.630, 40833.8, 40599.8, 1056.54, 1086.85, 19451.3, 44.8795
2024-12-27-19:33:25.635, 40833.8, 40599.8, 1056.54, 1086.85, 19451, 44.8795
2024-12-27-19:33:25.640, 40833.8, 40599.8, 1056.54, 1086.85, 19450.8, 44.8795
2024-12-27-19:33:25.645, 40833.8, 40599.8, 1056.54, 1086.85, 19450.6, 44.8795
2024-12-27-19:33:25.650, 40833.8, 40599.8, 1056.54, 1086.85, 19450.4, 44.8795
2024-12-27-19:33:25.655, 40833.8, 40599.8, 1056.54, 1086.85, 19450.1, 44.8795
2024-12-27-19:33:25.660, 40833.8, 40599.8, 1056.54, 1086.85, 19449.9, 44.8795
2024-12-27-19:33:25.665, 40833.8, 40599.8, 1056.54, 1086.85, 19449.7, 44.8795
2024-12-27-19:33:25.670, 40833.8, 40599.8, 1056.54, 1086.85, 19449.5, 44.8795
2024-12-27-19:33:25.675, 40833.8, 40599.8, 1056.54, 1086.85, 19449.2, 44.8795
2024-12-27-19:33:25.680, 40833.8, 40599.8, 1056.54, 1086.85, 19449, 44.8795
2024-12-27-19:33:25.685, 40833.8, 40599.8, 1056.54, 1086.85, 19448.8, 44.8795
2024-12-27-19:33:25.690, 40833.8, 40599.8, 1056.54, 1086.85, 19448.6, 44.8795
2024-12-27-19:33:25.695, 40833.8, 40511.8, 1056.54, 1086.85, 19448.3, 44.8795
2024-12-27-19:33:25.700, 40833.8, 40511.8, 1056.54, 1086.85, 19448.1, 44.8795
2024-12-27-19:33:25.705, 40833.8, 40511.8, 1054.64, 1086.85, 19447.9, 44.8795
2024-12-27-19:33:25.710, 40833.8, 40511.8, 1054.64, 1086.85, 19447.7, 44.8795
2024-12-27-19:33:25.715, 40833.8, 40511.8, 1054.64, 1086.85, 19447.4, 44.8795
2024-12-27-19:33:25.720, 40833.8, 40511.8, 1054.64, 1086.85, 19447.2, 44.8795
2024-12-27-19:33:25.725, 40833.8, 40511.8, 1054.64, 1086.85, 19447, 44.8795
2024-12-27-19:33:25.730, 40833.8, 40511.8, 1054.64, 1086.85, 19446.8, 44.8795
2024-12-27-19:33:25.735, 40833.8, 40511.8, 1054.64, 1086.85, 19446.5, 44.8795
2024-12-27-19:33:25.740, 40833.8, 40511.8, 1054.64, 1086.85, 19446.3, 45.0238
2024-12-27-19:33:25.745, 40833.8, 40511.8, 1054.64, 1086.85, 19446.1, 45.0238
2024-12-27-19:33:25.750, 40833.8, 40511.8, 1054.64, 1086.85, 19445.9, 45.0238
2024-12-27-19:33:25.755, 40833.8, 40511.8, 1054.64, 1086.85, 19445.6, 45.0238
2024-12-27-19:33:25.760, 40833.8, 40511.8, 1054.64, 1086.85, 19445.4, 45.0238
